CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,Score,Segment
12970.0,6,4,452.24,4,3,2,432,Sadik M.
12971.0,3,86,11189.91,4,4,4,444,Daimi M.
12974.0,197,1,144.8,1,1,1,111,Kayip M.
12976.0,211,1,738.6,1,1,3,113,Kayip M.
12977.0,155,1,39.239999999999995,1,1,1,111,Kayip M.
12980.0,157,9,7374.900000000001,1,4,4,144,Riskli M.
12981.0,29,2,372.21999999999997,3,2,2,322,Yeni M.
12982.0,242,1,390.54,1,1,2,112,Kayip M.
12984.0,18,1,97.5,3,1,1,311,Yeni M.
12985.0,0,2,1239.38,4,2,3,423,Yeni M.
12987.0,73,2,558.7,2,2,2,222,Kayip M.
12988.0,291,1,535.32,1,1,2,112,Kayip M.
12989.0,2,15,6924.110000000001,4,4,4,444,Daimi M.
12990.0,30,3,409.5,3,3,2,332,Sadik M.
12991.0,22,2,503.76,3,2,2,322,Yeni M.
12993.0,22,4,414.76,3,3,2,332,Sadik M.
12994.0,3,3,974.4200000000001,4,3,3,433,Sadik M.
12995.0,84,1,211.32,2,1,1,211,Kayip M.
12997.0,21,4,1226.89,3,3,3,333,Sadik M.
12999.0,195,3,455.88,1,3,2,132,Riskli M.
13000.0,106,3,534.85,2,3,2,232,Riskli M.
13001.0,3,13,9818.82,4,4,4,444,Daimi M.
13002.0,317,1,120.94999999999999,1,1,1,111,Kayip M.
13003.0,105,3,149.05,2,3,1,231,Riskli M.
13004.0,11,18,5655.91,4,4,4,444,Daimi M.
13005.0,173,2,513.7,1,2,2,122,Kayip M.
13006.0,55,1,81.57,2,1,1,211,Kayip M.
13008.0,322,1,229.46999999999997,1,1,1,111,Kayip M.
13011.0,371,1,50.550000000000004,1,1,1,111,Kayip M.
13012.0,8,8,1661.8400000000001,4,4,4,444,Daimi M.
13013.0,0,13,4810.9400000000005,4,4,4,444,Daimi M.
13014.0,10,10,3466.2799999999997,4,4,4,444,Daimi M.
13015.0,52,5,3346.28,2,4,4,244,Riskli M.
13016.0,72,3,789.89,2,3,3,233,Riskli M.
13017.0,6,1,204.0,4,1,1,411,Yeni M.
13018.0,15,28,7277.7,4,4,4,444,Daimi M.
13021.0,3,9,2616.38,4,4,4,444,Daimi M.
13023.0,63,2,689.9,2,2,3,223,Kayip M.
13026.0,0,5,975.36,4,4,3,443,Daimi M.
13027.0,113,6,6912.0,2,4,4,244,Riskli M.
13028.0,22,2,661.3199999999999,3,2,2,322,Yeni M.
13029.0,30,3,1247.5,3,3,3,333,Sadik M.
13030.0,10,2,799.48,4,2,3,423,Yeni M.
13032.0,51,2,1010.18,2,2,3,223,Kayip M.
13033.0,356,1,190.55,1,1,1,111,Kayip M.
13034.0,54,2,642.77,2,2,2,222,Kayip M.
13035.0,73,2,921.88,2,2,3,223,Kayip M.
13037.0,137,3,881.07,2,3,3,233,Riskli M.
13038.0,79,3,908.46,2,3,3,233,Riskli M.
13040.0,8,2,676.99,4,2,3,423,Yeni M.
13043.0,272,1,516.42,1,1,2,112,Kayip M.
13044.0,290,1,560.47,1,1,2,112,Kayip M.
13045.0,98,1,305.28000000000003,2,1,1,211,Kayip M.
13046.0,30,2,629.31,3,2,2,322,Yeni M.
13047.0,31,10,3237.54,3,4,4,344,Sadik M.
13048.0,13,4,1835.91,4,3,4,434,Sadik M.
13049.0,63,2,656.6800000000001,2,2,2,222,Kayip M.
13050.0,14,17,5836.86,4,4,4,444,Daimi M.
13052.0,211,1,348.15000000000003,1,1,2,112,Kayip M.
13055.0,77,3,1214.41,2,3,3,233,Riskli M.
13058.0,24,3,271.40000000000003,3,3,1,331,Sadik M.
13059.0,249,1,183.4,1,1,1,111,Kayip M.
13060.0,253,1,307.53,1,1,2,112,Kayip M.
13061.0,71,1,248.61,2,1,1,211,Kayip M.
13062.0,190,1,346.98,1,1,2,112,Kayip M.
13064.0,12,4,1119.49,4,3,3,433,Sadik M.
13065.0,372,1,205.86,1,1,1,111,Kayip M.
13066.0,23,2,470.8,3,2,2,322,Yeni M.
13067.0,81,1,115.46000000000001,2,1,1,211,Kayip M.
13068.0,9,2,344.0,4,2,2,422,Yeni M.
13069.0,0,24,4436.12,4,4,4,444,Daimi M.
13070.0,191,1,228.8,1,1,1,111,Kayip M.
13072.0,266,1,177.15,1,1,1,111,Kayip M.
13075.0,129,1,919.61,2,1,3,213,Kayip M.
13077.0,0,4,729.27,4,3,3,433,Sadik M.
13078.0,2,26,12627.94,4,4,4,444,Daimi M.
13079.0,3,5,220.10000000000002,4,4,1,441,Daimi M.
13080.0,178,1,58.08,1,1,1,111,Kayip M.
13081.0,11,11,28337.38,4,4,4,444,Daimi M.
13082.0,125,9,3613.63,2,4,4,244,Riskli M.
13083.0,3,2,303.75,4,2,1,421,Yeni M.
13085.0,157,2,416.08000000000004,1,2,2,122,Kayip M.
13089.0,2,97,58825.83,4,4,4,444,Daimi M.
13090.0,8,14,8910.82,4,4,4,444,Daimi M.
13091.0,27,1,345.82,3,1,2,312,Yeni M.
13092.0,70,5,477.83,2,4,2,242,Riskli M.
13093.0,275,8,7832.47,1,4,4,144,Riskli M.
13094.0,20,12,1927.3200000000002,3,4,4,344,Sadik M.
13095.0,70,1,74.39999999999999,2,1,1,211,Kayip M.
13097.0,32,10,6010.42,3,4,4,344,Sadik M.
13098.0,0,28,28882.44,4,4,4,444,Daimi M.
13099.0,98,1,207.35999999999999,2,1,1,211,Kayip M.
13101.0,233,1,101.19,1,1,1,111,Kayip M.
13102.0,0,24,6424.09,4,4,4,444,Daimi M.
13103.0,39,1,243.94,3,1,1,311,Yeni M.
13104.0,2,6,1098.48,4,4,3,443,Daimi M.
13106.0,132,1,76.5,2,1,1,211,Kayip M.
13107.0,43,4,1531.6200000000001,3,3,3,333,Sadik M.
13108.0,372,1,350.06,1,1,2,112,Kayip M.
13109.0,59,2,786.54,2,2,3,223,Kayip M.
13110.0,30,7,1488.67,3,4,3,343,Sadik M.
13113.0,0,24,12245.960000000001,4,4,4,444,Daimi M.
13115.0,11,4,2294.78,4,3,4,434,Sadik M.
13116.0,137,1,501.14,2,1,2,212,Kayip M.
13117.0,21,8,984.91,3,4,3,343,Sadik M.
13118.0,19,5,1197.81,3,4,3,343,Sadik M.
13120.0,238,1,30.599999999999998,1,1,1,111,Kayip M.
13121.0,268,1,283.73,1,1,1,111,Kayip M.
13122.0,93,2,922.39,2,2,3,223,Kayip M.
13124.0,89,3,3866.33,2,3,4,234,Riskli M.
13126.0,4,8,2099.64,4,4,4,444,Daimi M.
13127.0,77,1,259.17,2,1,1,211,Kayip M.
13130.0,93,1,64.0,2,1,1,211,Kayip M.
13131.0,22,3,1073.3,3,3,3,333,Sadik M.
13132.0,261,1,77.3,1,1,1,111,Kayip M.
13133.0,273,2,109.8,1,2,1,121,Kayip M.
13134.0,85,4,1793.58,2,3,4,234,Riskli M.
13135.0,196,1,3096.0,1,1,4,114,Kayip M.
13136.0,55,5,2607.61,2,4,4,244,Riskli M.
13137.0,10,8,3650.41,4,4,4,444,Daimi M.
13138.0,21,6,962.39,3,4,3,343,Sadik M.
13139.0,15,7,5064.94,4,4,4,444,Daimi M.
13140.0,107,3,423.72,2,3,2,232,Riskli M.
13141.0,84,5,2388.75,2,4,4,244,Riskli M.
13142.0,18,1,307.09,3,1,1,311,Yeni M.
13144.0,332,1,110.95,1,1,1,111,Kayip M.
13145.0,39,4,618.52,3,3,2,332,Sadik M.
13146.0,25,1,228.91,3,1,1,311,Yeni M.
13147.0,9,4,712.8000000000001,4,3,3,433,Sadik M.
13148.0,28,12,3707.12,3,4,4,344,Sadik M.
13149.0,13,4,1676.06,4,3,4,434,Sadik M.
13151.0,295,1,1257.8700000000001,1,1,3,113,Kayip M.
13153.0,5,1,486.22,4,1,2,412,Yeni M.
13155.0,32,4,971.76,3,3,3,333,Sadik M.
13157.0,48,4,1741.22,3,3,4,334,Sadik M.
13158.0,94,4,1201.06,2,3,3,233,Riskli M.
13159.0,8,4,1437.85,4,3,3,433,Sadik M.
13160.0,21,1,91.8,3,1,1,311,Yeni M.
13161.0,312,1,112.75,1,1,1,111,Kayip M.
13162.0,121,4,1688.29,2,3,4,234,Riskli M.
13165.0,45,2,1021.48,3,2,3,323,Yeni M.
13166.0,282,1,417.2,1,1,2,112,Kayip M.
13167.0,18,4,791.33,3,3,3,333,Sadik M.
13168.0,35,4,1319.19,3,3,3,333,Sadik M.
13169.0,63,2,712.88,2,2,3,223,Kayip M.
13170.0,26,1,116.00999999999999,3,1,1,311,Yeni M.
13171.0,21,3,468.41,3,3,2,332,Sadik M.
13173.0,3,2,353.65,4,2,2,422,Yeni M.
13174.0,15,3,2817.03,4,3,4,434,Sadik M.
13176.0,45,1,492.84,3,1,2,312,Yeni M.
13177.0,64,1,282.45,2,1,1,211,Kayip M.
13178.0,25,11,5725.47,3,4,4,344,Sadik M.
13182.0,44,1,121.18,3,1,1,311,Yeni M.
13183.0,7,9,3957.78,4,4,4,444,Daimi M.
13184.0,14,10,1701.29,4,4,4,444,Daimi M.
13185.0,267,1,71.4,1,1,1,111,Kayip M.
13186.0,39,3,1575.89,3,3,3,333,Sadik M.
13187.0,336,1,236.02,1,1,1,111,Kayip M.
13188.0,10,1,114.60000000000001,4,1,1,411,Yeni M.
13189.0,18,2,260.68,3,2,1,321,Yeni M.
13192.0,94,2,911.94,2,2,3,223,Kayip M.
13193.0,60,1,117.88,2,1,1,211,Kayip M.
13194.0,135,1,60.7,2,1,1,211,Kayip M.
13196.0,10,4,1797.78,4,3,4,434,Sadik M.
13198.0,9,6,3401.2400000000002,4,4,4,444,Daimi M.
13199.0,3,38,9817.12,4,4,4,444,Daimi M.
13200.0,18,4,870.09,3,3,3,333,Sadik M.
13203.0,9,4,869.46,4,3,3,433,Sadik M.
13207.0,14,2,250.26000000000002,4,2,1,421,Yeni M.
13208.0,58,6,1223.9,2,4,3,243,Riskli M.
13209.0,29,8,5891.61,3,4,4,344,Sadik M.
13210.0,93,1,353.48,2,1,2,212,Kayip M.
13211.0,9,3,1197.42,4,3,3,433,Sadik M.
13212.0,19,3,788.08,3,3,3,333,Sadik M.
13213.0,56,5,1520.58,2,4,3,243,Riskli M.
13216.0,267,1,333.74,1,1,2,112,Kayip M.
13217.0,121,3,533.98,2,3,2,232,Riskli M.
13218.0,126,1,62.63999999999999,2,1,1,211,Kayip M.
13220.0,77,4,819.2900000000001,2,3,3,233,Riskli M.
13221.0,239,2,847.41,1,2,3,123,Kayip M.
13223.0,199,2,163.20000000000002,1,2,1,121,Kayip M.
13224.0,59,2,2155.95,2,2,4,224,Kayip M.
13225.0,2,7,6463.84,4,4,4,444,Daimi M.
13226.0,272,1,108.21000000000001,1,1,1,111,Kayip M.
13227.0,201,1,257.7,1,1,1,111,Kayip M.
13228.0,80,1,358.0,2,1,2,212,Kayip M.
13229.0,225,1,160.95,1,1,1,111,Kayip M.
13230.0,3,14,2806.97,4,4,4,444,Daimi M.
13232.0,12,7,1357.6,4,4,3,443,Daimi M.
13233.0,73,2,605.12,2,2,2,222,Kayip M.
13235.0,211,1,1031.07,1,1,3,113,Kayip M.
13236.0,24,2,744.85,3,2,3,323,Yeni M.
13238.0,16,4,700.73,4,3,3,433,Sadik M.
13239.0,261,1,329.56,1,1,2,112,Kayip M.
13240.0,95,4,663.65,2,3,2,232,Riskli M.
13242.0,111,3,270.40000000000003,2,3,1,231,Riskli M.
13243.0,202,1,600.07,1,1,2,112,Kayip M.
13244.0,92,1,121.74000000000001,2,1,1,211,Kayip M.
13245.0,50,1,430.5,3,1,2,312,Yeni M.
13246.0,17,6,1987.3,4,4,4,444,Daimi M.
13247.0,17,4,501.12,4,3,2,432,Sadik M.
13248.0,124,2,465.68,2,2,2,222,Kayip M.
13249.0,91,3,711.41,2,3,3,233,Riskli M.
13253.0,156,2,1030.4,1,2,3,123,Kayip M.
13255.0,8,2,399.51,4,2,2,422,Yeni M.
13258.0,11,3,698.58,4,3,3,433,Sadik M.
13259.0,61,1,292.32,2,1,1,211,Kayip M.
13260.0,60,1,557.62,2,1,2,212,Kayip M.
13261.0,268,2,944.1,1,2,3,123,Kayip M.
13262.0,262,1,200.29,1,1,1,111,Kayip M.
13263.0,0,35,7454.07,4,4,4,444,Daimi M.
13265.0,52,5,2107.66,2,4,4,244,Riskli M.
13266.0,10,12,3834.2599999999998,4,4,4,444,Daimi M.
13267.0,2,19,4521.49,4,4,4,444,Daimi M.
13268.0,17,11,3214.69,4,4,4,444,Daimi M.
13269.0,0,15,5346.2300000000005,4,4,4,444,Daimi M.
13270.0,365,1,590.0,1,1,2,112,Kayip M.
13271.0,36,1,217.38,3,1,1,311,Yeni M.
13272.0,30,2,276.56,3,2,1,321,Yeni M.
13273.0,112,1,138.98,2,1,1,211,Kayip M.
13276.0,63,2,590.9300000000001,2,2,2,222,Kayip M.
13277.0,15,4,258.4,4,3,1,431,Sadik M.
13278.0,40,1,542.73,3,1,2,312,Yeni M.
13279.0,77,1,137.75,2,1,1,211,Kayip M.
13280.0,121,3,814.86,2,3,3,233,Riskli M.
13282.0,17,3,1132.14,4,3,3,433,Sadik M.
13283.0,59,2,93.66,2,2,1,221,Kayip M.
13284.0,330,1,201.19,1,1,1,111,Kayip M.
13285.0,22,4,2709.12,3,3,4,334,Sadik M.
13291.0,155,1,361.11,1,1,2,112,Kayip M.
13292.0,38,2,578.9399999999999,3,2,2,322,Yeni M.
13294.0,189,2,873.74,1,2,3,123,Kayip M.
13295.0,359,1,201.20000000000002,1,1,1,111,Kayip M.
13296.0,136,1,87.4,2,1,1,211,Kayip M.
13297.0,7,4,2089.85,4,3,4,434,Sadik M.
13298.0,0,1,360.0,4,1,2,412,Yeni M.
13299.0,267,1,142.5,1,1,1,111,Kayip M.
13300.0,168,1,371.89,1,1,2,112,Kayip M.
13301.0,103,4,618.09,2,3,2,232,Riskli M.
13302.0,154,1,63.75,1,1,1,111,Kayip M.
13304.0,350,1,300.42,1,1,1,111,Kayip M.
13305.0,3,10,2000.86,4,4,4,444,Daimi M.
13307.0,119,1,15.0,2,1,1,211,Kayip M.
13308.0,22,3,1385.51,3,3,3,333,Sadik M.
13309.0,6,5,1456.79,4,4,3,443,Daimi M.
13310.0,27,3,1132.03,3,3,3,333,Sadik M.
13311.0,3,2,598.57,4,2,2,422,Yeni M.
13313.0,21,5,1555.32,3,4,3,343,Sadik M.
13314.0,1,3,775.94,4,3,3,433,Sadik M.
13316.0,36,4,5977.7300000000005,3,3,4,334,Sadik M.
13317.0,65,6,2273.68,2,4,4,244,Riskli M.
13318.0,0,3,640.76,4,3,2,432,Sadik M.
13319.0,4,26,10845.550000000001,4,4,4,444,Daimi M.
13320.0,77,4,1548.7,2,3,3,233,Riskli M.
13321.0,71,2,567.36,2,2,2,222,Kayip M.
13322.0,16,1,199.48000000000002,4,1,1,411,Yeni M.
13323.0,2,5,787.85,4,4,3,443,Daimi M.
13324.0,35,10,7121.95,3,4,4,344,Sadik M.
13325.0,81,1,675.3,2,1,3,213,Kayip M.
13327.0,38,8,3627.77,3,4,4,344,Sadik M.
13328.0,315,1,1308.48,1,1,3,113,Kayip M.
13329.0,31,2,789.0,3,2,3,323,Yeni M.
13330.0,92,3,1140.93,2,3,3,233,Riskli M.
13332.0,13,1,350.9,4,1,2,412,Yeni M.
13334.0,81,3,3536.82,2,3,4,234,Riskli M.
13336.0,76,1,795.12,2,1,3,213,Kayip M.
13338.0,157,1,487.02,1,1,2,112,Kayip M.
13339.0,200,1,860.12,1,1,3,113,Kayip M.
13340.0,44,7,10736.48,3,4,4,344,Sadik M.
13341.0,260,1,775.85,1,1,3,113,Kayip M.
13343.0,177,1,353.43,1,1,2,112,Kayip M.
13344.0,67,3,2543.72,2,3,4,234,Riskli M.
13345.0,287,1,389.5,1,1,2,112,Kayip M.
13347.0,69,1,341.36,2,1,2,212,Kayip M.
13348.0,63,1,233.76,2,1,1,211,Kayip M.
13349.0,10,1,247.32,4,1,1,411,Yeni M.
13350.0,15,2,979.12,4,2,3,423,Yeni M.
13351.0,65,1,373.94,2,1,2,212,Kayip M.
13352.0,59,1,397.97999999999996,2,1,2,212,Kayip M.
13354.0,70,1,743.53,2,1,3,213,Kayip M.
13355.0,121,1,674.7,2,1,3,213,Kayip M.
13356.0,79,1,768.24,2,1,3,213,Kayip M.
13357.0,256,1,609.95,1,1,2,112,Kayip M.
13358.0,268,1,439.03,1,1,2,112,Kayip M.
13359.0,63,1,439.56,2,1,2,212,Kayip M.
13362.0,8,4,3090.7400000000002,4,3,4,434,Sadik M.
13363.0,17,2,992.5,4,2,3,423,Yeni M.
13364.0,70,1,134.95999999999998,2,1,1,211,Kayip M.
13365.0,33,2,2225.37,3,2,4,324,Yeni M.
13366.0,49,1,56.160000000000004,3,1,1,311,Yeni M.
13368.0,256,2,623.4,1,2,2,122,Kayip M.
13369.0,365,1,308.28000000000003,1,1,2,112,Kayip M.
13370.0,371,1,754.87,1,1,3,113,Kayip M.
13372.0,89,1,378.64,2,1,2,212,Kayip M.
13373.0,60,3,3312.25,2,3,4,234,Riskli M.
13375.0,88,1,778.65,2,1,3,213,Kayip M.
13376.0,98,3,1019.76,2,3,3,233,Riskli M.
13379.0,25,3,572.56,3,3,2,332,Sadik M.
13381.0,31,6,3639.31,3,4,4,344,Sadik M.
13382.0,280,1,222.99,1,1,1,111,Kayip M.
13384.0,30,7,4151.93,3,4,4,344,Sadik M.
13385.0,329,1,534.57,1,1,2,112,Kayip M.
13388.0,130,2,677.1,2,2,3,223,Kayip M.
13389.0,10,3,797.96,4,3,3,433,Sadik M.
13390.0,74,1,544.08,2,1,2,212,Kayip M.
13391.0,203,1,59.8,1,1,1,111,Kayip M.
13394.0,1,8,2520.02,4,4,4,444,Daimi M.
13395.0,184,1,307.72,1,1,2,112,Kayip M.
13396.0,28,2,1360.99,3,2,3,323,Yeni M.
13397.0,72,5,1544.13,2,4,3,243,Riskli M.
13398.0,191,1,457.34,1,1,2,112,Kayip M.
13402.0,126,2,621.23,2,2,2,222,Kayip M.
13403.0,17,1,75.0,4,1,1,411,Yeni M.
13404.0,0,2,252.49,4,2,1,421,Yeni M.
13405.0,73,3,572.451,2,3,2,232,Riskli M.
13408.0,1,62,28117.04,4,4,4,444,Daimi M.
13410.0,23,5,1003.06,3,4,3,343,Sadik M.
13411.0,106,1,213.55,2,1,1,211,Kayip M.
13414.0,133,3,1390.5,2,3,3,233,Riskli M.
13416.0,43,2,712.5,3,2,3,323,Yeni M.
13417.0,4,2,640.83,4,2,2,422,Yeni M.
13418.0,11,18,6127.43,4,4,4,444,Daimi M.
13419.0,63,1,221.06,2,1,1,211,Kayip M.
13420.0,149,2,159.85,1,2,1,121,Kayip M.
13421.0,39,2,1851.08,3,2,4,324,Yeni M.
13422.0,63,1,2626.3,2,1,4,214,Kayip M.
13425.0,107,3,1624.21,2,3,3,233,Riskli M.
13426.0,0,10,3641.32,4,4,4,444,Daimi M.
13427.0,18,3,582.6,3,3,2,332,Sadik M.
13428.0,9,1,218.47,4,1,1,411,Yeni M.
13429.0,10,4,1006.8,4,3,3,433,Sadik M.
13430.0,18,2,679.45,3,2,3,323,Yeni M.
13431.0,66,2,1269.1,2,2,3,223,Kayip M.
13434.0,73,2,534.24,2,2,2,222,Kayip M.
13435.0,4,7,3809.8900000000003,4,4,4,444,Daimi M.
13436.0,1,1,196.89,4,1,1,411,Yeni M.
13437.0,13,7,3408.06,4,4,4,444,Daimi M.
13439.0,254,1,283.71,1,1,1,111,Kayip M.
13441.0,91,1,296.64,2,1,1,211,Kayip M.
13447.0,22,3,1129.14,3,3,3,333,Sadik M.
13448.0,16,6,3539.37,4,4,4,444,Daimi M.
13449.0,23,1,291.88,3,1,1,311,Yeni M.
13450.0,26,6,2043.7199999999998,3,4,4,344,Sadik M.
13451.0,25,5,2976.15,3,4,4,344,Sadik M.
13452.0,258,2,590.0,1,2,2,122,Kayip M.
13453.0,165,2,356.97999999999996,1,2,2,122,Kayip M.
13455.0,24,2,1058.34,3,2,3,323,Yeni M.
13456.0,17,6,1766.72,4,4,4,444,Daimi M.
13458.0,6,14,9646.57,4,4,4,444,Daimi M.
13460.0,28,2,183.44,3,2,1,321,Yeni M.
13461.0,38,3,1445.0,3,3,3,333,Sadik M.
13462.0,252,1,151.5,1,1,1,111,Kayip M.
13464.0,57,1,674.68,2,1,3,213,Kayip M.
13466.0,183,1,307.9,1,1,2,112,Kayip M.
13467.0,10,2,1083.71,4,2,3,423,Yeni M.
13468.0,1,37,5704.97,4,4,4,444,Daimi M.
13470.0,98,2,165.0,2,2,1,221,Kayip M.
13471.0,0,4,2531.58,4,3,4,434,Sadik M.
13473.0,60,2,422.64,2,2,2,222,Kayip M.
13474.0,235,1,229.59,1,1,1,111,Kayip M.
13475.0,190,4,1431.78,1,3,3,133,Riskli M.
13476.0,178,2,1238.47,1,2,3,123,Kayip M.
13477.0,37,6,1454.58,3,4,3,343,Sadik M.
13479.0,200,2,300.95,1,2,1,121,Kayip M.
13481.0,45,5,1804.56,3,4,4,344,Sadik M.
13482.0,231,1,184.64,1,1,1,111,Kayip M.
13483.0,65,1,140.34,2,1,1,211,Kayip M.
13484.0,240,1,313.8,1,1,2,112,Kayip M.
13485.0,232,1,454.24,1,1,2,112,Kayip M.
13486.0,77,3,1122.41,2,3,3,233,Riskli M.
13487.0,57,3,575.4,2,3,2,232,Riskli M.
13488.0,16,13,8968.31,4,4,4,444,Daimi M.
13489.0,104,4,449.52,2,3,2,232,Riskli M.
13491.0,51,10,1215.82,2,4,3,243,Riskli M.
13492.0,135,3,1269.84,2,3,3,233,Riskli M.
13493.0,274,2,618.63,1,2,2,122,Kayip M.
13494.0,311,1,316.26000000000005,1,1,2,112,Kayip M.
13495.0,7,5,2044.8700000000001,4,4,4,444,Daimi M.
13496.0,10,2,653.33,4,2,2,422,Yeni M.
13497.0,282,2,348.05,1,2,2,122,Kayip M.
13499.0,17,5,1159.11,4,4,3,443,Daimi M.
13500.0,22,3,1166.77,3,3,3,333,Sadik M.
13501.0,287,1,1340.32,1,1,3,113,Kayip M.
13502.0,16,3,292.0,4,3,1,431,Sadik M.
13503.0,70,1,216.85,2,1,1,211,Kayip M.
13504.0,63,1,295.93,2,1,1,211,Kayip M.
13505.0,72,4,4393.63,2,3,4,234,Riskli M.
13506.0,315,2,458.52,1,2,2,122,Kayip M.
13507.0,2,4,2479.16,4,3,4,434,Sadik M.
13508.0,243,1,110.97,1,1,1,111,Kayip M.
13509.0,8,7,979.72,4,4,3,443,Daimi M.
13510.0,0,4,1791.56,4,3,4,434,Sadik M.
13512.0,260,1,251.21,1,1,1,111,Kayip M.
13513.0,126,1,205.1,2,1,1,211,Kayip M.
13514.0,73,1,152.20000000000002,2,1,1,211,Kayip M.
13515.0,72,4,891.12,2,3,3,233,Riskli M.
13516.0,20,3,1389.41,3,3,3,333,Sadik M.
13517.0,59,3,2128.42,2,3,4,234,Riskli M.
13518.0,85,1,659.4399999999999,2,1,2,212,Kayip M.
13519.0,77,1,122.75,2,1,1,211,Kayip M.
13520.0,58,6,3624.35,2,4,4,244,Riskli M.
13521.0,0,3,1093.65,4,3,3,433,Sadik M.
13522.0,29,1,125.80000000000001,3,1,1,311,Yeni M.
13523.0,32,5,3964.88,3,4,4,344,Sadik M.
13524.0,40,5,680.1800000000001,3,4,3,343,Sadik M.
13525.0,14,2,628.78,4,2,2,422,Yeni M.
13527.0,33,7,2287.51,3,4,4,344,Sadik M.
13529.0,78,2,307.76,2,2,2,222,Kayip M.
13531.0,204,2,483.8,1,2,2,122,Kayip M.
13532.0,33,1,210.31,3,1,1,311,Yeni M.
13533.0,182,3,270.79,1,3,1,131,Riskli M.
13534.0,1,25,5870.08,4,4,4,444,Daimi M.
13536.0,0,7,3448.29,4,4,4,444,Daimi M.
13538.0,42,7,1280.85,3,4,3,343,Sadik M.
13539.0,85,3,631.34,2,3,2,232,Riskli M.
13544.0,39,2,291.41,3,2,1,321,Yeni M.
13546.0,11,3,626.99,4,3,2,432,Sadik M.
13548.0,95,2,682.41,2,2,3,223,Kayip M.
13549.0,25,7,918.2,3,4,3,343,Sadik M.
13551.0,318,1,91.80000000000001,1,1,1,111,Kayip M.
13552.0,65,12,3740.07,2,4,4,244,Riskli M.
13555.0,73,4,4149.28,2,3,4,234,Riskli M.
13557.0,27,2,584.06,3,2,2,322,Yeni M.
13558.0,5,4,605.06,4,3,2,432,Sadik M.
13560.0,6,1,174.37,4,1,1,411,Yeni M.
13561.0,215,1,141.85999999999999,1,1,1,111,Kayip M.
13562.0,81,3,1799.33,2,3,4,234,Riskli M.
13563.0,83,2,777.53,2,2,3,223,Kayip M.
13564.0,143,3,1749.02,1,3,4,134,Riskli M.
13565.0,18,2,240.22,3,2,1,321,Yeni M.
13566.0,40,2,874.71,3,2,3,323,Yeni M.
13568.0,172,1,192.85,1,1,1,111,Kayip M.
13569.0,16,2,373.75,4,2,2,422,Yeni M.
13570.0,242,1,239.49,1,1,1,111,Kayip M.
13571.0,12,12,2092.32,4,4,4,444,Daimi M.
13572.0,205,1,1384.25,1,1,3,113,Kayip M.
13573.0,49,2,294.4,3,2,1,321,Yeni M.
13575.0,22,5,732.0699999999999,3,4,3,343,Sadik M.
13576.0,9,18,6717.34,4,4,4,444,Daimi M.
13577.0,24,4,1687.6000000000001,3,3,4,334,Sadik M.
13579.0,14,2,467.04,4,2,2,422,Yeni M.
13581.0,308,1,118.0,1,1,1,111,Kayip M.
13583.0,155,1,781.03,1,1,3,113,Kayip M.
13584.0,306,1,142.4,1,1,1,111,Kayip M.
13587.0,63,1,712.4,2,1,3,213,Kayip M.
13588.0,15,9,2478.95,4,4,4,444,Daimi M.
13589.0,14,2,379.65,4,2,2,422,Yeni M.
13590.0,10,6,1981.92,4,4,4,444,Daimi M.
13591.0,64,3,1117.13,2,3,3,233,Riskli M.
13592.0,35,4,247.95999999999998,3,3,1,331,Sadik M.
13593.0,107,5,2037.0800000000002,2,4,4,244,Riskli M.
13594.0,52,1,396.97,2,1,2,212,Kayip M.
13596.0,5,2,697.04,4,2,3,423,Yeni M.
13598.0,46,1,180.17000000000002,3,1,1,311,Yeni M.
13599.0,0,21,5153.67,4,4,4,444,Daimi M.
13600.0,311,1,219.52,1,1,1,111,Kayip M.
13601.0,44,2,693.32,3,2,3,323,Yeni M.
13602.0,64,1,428.89,2,1,2,212,Kayip M.
13603.0,25,1,164.34,3,1,1,311,Yeni M.
13606.0,28,3,280.53999999999996,3,3,1,331,Sadik M.
13607.0,39,1,678.01,3,1,3,313,Yeni M.
13610.0,11,7,1131.88,4,4,3,443,Daimi M.
13611.0,88,3,1171.8,2,3,3,233,Riskli M.
13614.0,23,4,1610.46,3,3,3,333,Sadik M.
13615.0,318,1,417.69,1,1,2,112,Kayip M.
13617.0,39,3,544.18,3,3,2,332,Sadik M.
13618.0,173,1,177.34,1,1,1,111,Kayip M.
13621.0,116,1,213.85,2,1,1,211,Kayip M.
13623.0,30,5,747.78,3,4,3,343,Sadik M.
13626.0,252,1,257.23,1,1,1,111,Kayip M.
13627.0,58,5,1638.47,2,4,3,243,Riskli M.
13629.0,22,11,7792.36,3,4,4,344,Sadik M.
13630.0,4,7,2031.78,4,4,4,444,Daimi M.
13631.0,99,11,3070.42,2,4,4,244,Riskli M.
13632.0,24,5,2121.27,3,4,4,344,Sadik M.
13634.0,32,5,1575.16,3,4,3,343,Sadik M.
13635.0,67,1,1071.03,2,1,3,213,Kayip M.
13636.0,36,5,949.12,3,4,3,343,Sadik M.
13637.0,51,3,810.5,2,3,3,233,Riskli M.
13638.0,15,1,122.64,4,1,1,411,Yeni M.
13639.0,73,1,1033.34,2,1,3,213,Kayip M.
13642.0,215,1,354.8,1,1,2,112,Kayip M.
